date,ticker,high,low,open,close,split_coefficient,volume
2026-07-16,NYSE:FDX,319.04,312.6,313.32,318.2,1.0,1435369
2026-07-17,NYSE:FDX,318.66,312.13,316.15,312.98,1.0,1465411
2026-07-20,NYSE:FDX,314.0,305.7,314.0,306.22,1.0,1832849
2026-07-21,NYSE:FDX,317.0,309.0,312.0,315.19,1.0,1619040
2026-07-22,NYSE:FDX,322.13,313.5,313.58,321.02,1.0,1608076
2026-07-23,NYSE:FDX,321.495,314.305,319.97,315.62,1.0,1623788
2026-07-24,NYSE:FDX,318.555,314.0002,316.04,314.96,1.0,1076695
2026-07-27,NYSE:FDX,315.99,308.71,314.5,310.79,1.0,1782254
2026-07-28,NYSE:FDX,313.75,303.0,310.85,312.64,1.0,1461614
2026-07-29,NYSE:FDX,312.8486,307.66,312.0,308.61,1.0,1833452
2026-07-30,NYSE:FDX,311.33,304.18,311.28,308.55,1.0,1536417
2026-07-31,NYSE:FDX,311.45,306.98,311.01,307.4,1.0,1309093
2026-08-03,NYSE:FDX,310.55,306.91,307.52,309.24,1.0,944576
2026-08-04,NYSE:FDX,314.96,307.81,310.25,313.34,1.0,1273575
2026-08-05,NYSE:FDX,313.735,309.07,312.5,310.72,1.0,1283010
2026-08-06,NYSE:FDX,318.5,312.39,312.64,315.87,1.0,1920235
2026-08-07,NYSE:FDX,319.69,313.3101,315.06,318.57,1.0,1215155
2026-08-10,NYSE:FDX,326.1375,316.895,317.62,325.08,1.0,1674742
2026-08-11,NYSE:FDX,328.353,320.76,327.21,322.43,1.0,2145420
2026-08-12,NYSE:FDX,326.81,321.12,322.96,326.77,1.0,1449031
2026-08-13,NYSE:FDX,340.25,326.99,326.99,339.35,1.0,2497250
2026-08-14,NYSE:FDX,341.69,333.49,339.03,334.64,1.0,1314927
2026-08-17,NYSE:FDX,340.09,331.42,334.76,331.49,1.0,1469270
2026-07-16,NYSE:DD,135.16,132.34,133.58,134.29,1.0,1170647
2026-07-17,NYSE:DD,135.8,132.34,132.77,135.29,1.0,1308516
2026-07-20,NYSE:DD,138.465,134.91,135.89,135.75,1.0,1327013
